x,y,Bx,By,B_total,phi_deg
9,10,-18.18,15.08,23.62,140.3
10,10,93.88,40.65,102.30,23.4
11,10,-7.09,-57.95,58.38,-97.0
12,10,85.10,-48.35,97.88,-29.6
13,10,-53.44,-82.59,98.37,-122.9
14,10,31.10,48.81,57.87,57.5
15,10,17.62,18.64,25.65,46.6
16,10,-41.95,31.98,52.75,142.7
17,10,10.14,-64.23,65.03,-81.0
18,10,61.61,96.92,114.84,57.6
19,10,-15.56,-22.47,27.33,-124.7
20,10,-84.37,16.55,85.98,168.9
21,10,-1.08,50.87,50.88,91.2
22,10,-45.76,-41.35,61.68,-137.9
23,10,-18.20,-19.64,26.78,-132.8
24,10,-5.58,16.15,17.09,109.1
25,10,-87.17,149.43,173.00,120.3
26,10,-83.02,20.84,85.59,165.9
27,10,21.58,85.21,87.90,75.8
28,10,-28.90,64.19,70.40,114.2
29,10,-131.18,21.25,132.89,170.8
30,10,36.18,-47.73,59.90,-52.8
31,10,10.50,53.57,54.59,78.9
32,10,-38.81,-75.49,84.88,-117.2
33,10,-68.90,78.31,104.31,131.3
34,10,38.85,7.15,39.50,10.4
35,10,14.70,-136.42,137.21,-83.8
36,10,116.60,-21.92,118.65,-10.6
37,10,18.77,26.91,32.81,55.1
38,10,17.49,-18.41,25.39,-46.5
39,10,-9.85,28.56,30.21,109.0
40,10,39.76,-50.17,64.02,-51.6
41,10,30.61,-73.29,79.43,-67.3
42,10,62.39,-11.72,63.48,-10.6
43,10,-25.84,-6.56,26.66,-165.7
44,10,-21.14,-25.39,33.04,-129.8
45,10,-22.97,53.70,58.40,113.2
46,10,40.81,-49.75,64.35,-50.6
47,10,76.42,8.94,76.94,6.7
48,10,-21.29,-2.73,21.46,-172.7
49,10,-19.50,-83.32,85.58,-103.2
50,10,17.45,-70.79,72.91,-76.1
51,10,-10.58,-3.59,11.17,-161.3
52,10,49.22,95.49,107.43,62.7
53,10,-111.10,25.98,114.09,166.8
54,10,-39.99,-88.74,97.34,-114.3
55,10,-37.94,-157.52,162.02,-103.5
56,10,-115.01,35.06,120.23,163.0
57,10,-47.33,-6.06,47.72,-172.7
58,10,-45.06,56.10,71.95,128.8
59,10,-9.49,-44.77,45.76,-102.0
60,10,56.10,16.96,58.60,16.8
61,10,-11.90,41.91,43.56,105.9
62,10,-51.28,-22.67,56.06,-156.2
63,10,-2.65,-21.51,21.67,-97.0
0,11,52.74,1.55,52.76,1.7
1,11,-48.42,27.53,55.70,150.4
2,11,-45.03,-0.17,45.03,-179.8
3,11,28.57,49.45,57.11,60.0
4,11,-10.27,-22.10,24.37,-114.9
5,11,33.38,-65.10,73.16,-62.9
6,11,0.54,100.56,100.56,89.7
7,11,36.54,-28.05,46.06,-37.5
8,11,-50.06,-25.69,56.27,-152.8
9,11,1.32,0.09,1.33,3.7
10,11,-8.39,7.46,11.23,138.3
11,11,-58.46,-14.43,60.22,-166.1
12,11,-75.71,4.89,75.87,176.3
13,11,36.81,4.67,37.11,7.2
14,11,-15.04,16.30,22.18,132.7
15,11,-48.73,-109.43,119.79,-114.0
16,11,-2.64,103.31,103.35,91.5
17,11,58.24,2.63,58.30,2.6
18,11,-112.62,39.62,119.38,160.6
19,11,-73.92,-57.89,93.89,-141.9
20,11,-45.81,-12.30,47.43,-165.0
21,11,72.78,-22.35,76.13,-17.1
22,11,13.21,84.54,85.56,81.1
23,11,36.81,-18.68,41.28,-26.9
24,11,-59.17,47.84,76.10,141.0
25,11,-58.70,-23.46,63.22,-158.2
26,11,19.17,-14.64,24.12,-37.4
27,11,-0.73,-5.51,5.56,-97.5
28,11,23.46,69.59,73.44,71.4
29,11,-13.62,-90.56,91.58,-98.6
30,11,9.51,-63.40,64.10,-81.5
31,11,3.42,-96.56,96.62,-88.0
32,11,34.40,-55.18,65.02,-58.1
33,11,35.95,-42.97,56.02,-50.1
34,11,-85.23,-84.65,120.12,-135.2
35,11,-116.34,-42.11,123.73,-160.1
36,11,46.45,-107.50,117.10,-66.6
37,11,56.17,-58.89,81.38,-46.4
38,11,-53.76,50.96,74.07,136.5
39,11,-95.16,10.24,95.71,173.9
40,11,3.39,-1.23,3.61,-20.0
41,11,45.62,-61.19,76.32,-53.3
42,11,89.60,-88.07,125.63,-44.5
43,11,26.15,-68.21,73.05,-69.0
44,11,-17.67,-13.18,22.05,-143.3
45,11,-43.24,32.82,54.28,142.8
46,11,2.41,35.12,35.20,86.1
47,11,-12.80,22.26,25.68,119.9
48,11,-48.37,-45.32,66.28,-136.9
49,11,104.94,-6.33,105.13,-3.5
50,11,91.78,-22.72,94.55,-13.9
51,11,59.26,-15.82,61.34,-14.9
52,11,-43.71,96.96,106.35,114.3
53,11,44.90,-92.20,102.55,-64.0
54,11,33.91,-15.11,37.12,-24.0
55,11,23.82,57.85,62.56,67.6
56,11,63.94,-75.47,98.91,-49.7
57,11,32.99,-33.90,47.30,-45.8
58,11,38.00,-27.77,47.07,-36.2
59,11,32.65,-12.16,34.85,-20.4
60,11,17.68,-80.55,82.46,-77.6
61,11,-88.68,29.21,93.37,161.8
62,11,4.56,32.92,33.23,82.1
63,11,-27.53,25.14,37.28,137.6
0,12,-63.59,-43.14,76.85,-145.8
1,12,84.62,4.86,84.76,3.3
2,12,87.15,-44.24,97.73,-26.9
3,12,68.86,-15.63,70.61,-12.8
4,12,13.90,109.01,109.90,82.7
5,12,68.95,6.55,69.26,5.4
6,12,2.32,-57.08,57.13,-87.7
7,12,12.19,11.95,17.07,44.4
8,12,-52.28,-63.91,82.57,-129.3
9,12,22.58,-55.40,59.82,-67.8
10,12,6.06,-46.52,46.91,-82.6
11,12,-61.83,-15.60,63.76,-165.8
12,12,0.94,54.64,54.64,89.0
13,12,-0.40,37.93,37.93,90.6
14,12,93.44,36.39,100.28,21.3
15,12,48.11,-43.50,64.86,-42.1
16,12,3.66,-14.49,14.95,-75.8
17,12,15.07,27.17,31.07,61.0
18,12,4.24,-17.03,17.55,-76.0
19,12,-8.84,1.05,8.90,173.2
20,12,-53.64,37.36,65.36,145.1
21,12,-7.95,-2.13,8.23,-165.0
22,12,-38.61,26.33,46.74,145.7
23,12,-64.73,94.06,114.18,124.5
24,12,22.48,4.92,23.01,12.3
25,12,15.69,71.28,72.99,77.6
26,12,-93.91,38.83,101.62,157.5
27,12,-11.30,-64.17,65.16,-100.0
28,12,44.14,-47.77,65.04,-47.3
29,12,46.96,-36.34,59.38,-37.7
30,12,45.05,-39.50,59.92,-41.2
31,12,-4.41,-3.43,5.59,-142.2
32,12,-48.61,29.64,56.94,148.6
33,12,-60.43,59.52,84.81,135.4
34,12,11.23,10.07,15.08,41.9
35,12,13.32,-29.62,32.47,-65.8
36,12,59.20,-113.30,127.83,-62.4
37,12,50.43,-7.33,50.96,-8.3
38,12,-10.48,-11.02,15.21,-133.6
39,12,-65.29,-4.36,65.43,-176.2
40,12,-18.17,90.89,92.69,101.3
41,12,9.55,47.01,47.97,78.5
42,12,-10.50,23.94,26.14,113.7
43,12,-28.41,-63.39,69.47,-114.1
44,12,13.95,-40.62,42.95,-71.0
45,12,-23.17,-19.13,30.05,-140.5
46,12,-28.78,-52.34,59.73,-118.8
47,12,18.66,12.45,22.43,33.7
48,12,-16.70,6.40,17.89,159.0
49,12,15.77,-64.66,66.55,-76.3
50,12,17.25,50.83,53.68,71.3
51,12,-53.48,-2.67,53.54,-177.1
52,12,-20.76,-93.07,95.36,-102.6
53,12,74.93,-8.10,75.37,-6.2
54,12,-55.37,9.51,56.19,170.3
55,12,-103.44,44.96,112.79,156.5
56,12,-91.04,-19.80,93.17,-167.7
57,12,3.18,39.10,39.23,85.4
58,12,2.96,7.59,8.15,68.7
59,12,-4.74,-67.09,67.26,-94.0
60,12,61.61,-71.76,94.58,-49.4
61,12,-132.94,55.39,144.02,157.4
62,12,20.33,59.27,62.66,71.1
63,12,78.47,15.77,80.04,11.4
0,13,-55.84,75.28,93.73,126.6
1,13,-18.25,53.53,56.56,108.8
2,13,-36.68,35.15,50.80,136.2
3,13,-43.47,-44.25,62.03,-134.5
4,13,-14.73,88.34,89.56,99.5
5,13,73.34,29.15,78.92,21.7
6,13,94.26,-16.26,95.65,-9.8
7,13,-13.94,-29.54,32.67,-115.3
8,13,98.58,17.71,100.16,10.2
9,13,5.58,-77.52,77.73,-85.9
10,13,91.93,42.32,101.20,24.7
11,13,-0.05,-38.89,38.89,-90.1
12,13,11.44,28.88,31.06,68.4
13,13,23.30,-14.10,27.23,-31.2
14,13,163.93,0.42,163.93,0.1
15,13,47.33,-22.59,52.45,-25.5
16,13,-31.03,8.71,32.23,164.3
17,13,52.14,112.58,124.07,65.1
18,13,-15.24,88.46,89.77,99.8
19,13,-22.65,37.73,44.00,121.0
20,13,46.12,19.17,49.95,22.6
21,13,1.00,62.68,62.69,89.1
22,13,12.10,76.58,77.53,81.0
23,13,-2.40,-22.22,22.35,-96.2
24,13,12.52,14.18,18.92,48.6
25,13,15.83,-74.64,76.30,-78.0
26,13,-103.25,70.66,125.11,145.6
27,13,26.10,115.52,118.44,77.3
28,13,-56.99,13.80,58.64,166.4
29,13,-80.50,-99.13,127.70,-129.1
30,13,-11.64,34.77,36.67,108.5
31,13,-4.68,-43.75,44.00,-96.1
32,13,-43.55,-34.62,55.64,-141.5
33,13,32.84,27.00,42.51,39.4
34,13,-75.50,5.60,75.70,175.8
35,13,-28.24,-34.20,44.35,-129.5
36,13,-36.47,-44.75,57.73,-129.2
37,13,-8.73,-8.22,11.99,-136.7
38,13,8.53,-36.93,37.90,-77.0
39,13,-54.70,-73.52,91.64,-126.7
40,13,33.12,-35.90,48.84,-47.3
41,13,1.32,-3.10,3.37,-67.0
42,13,-95.15,-29.37,99.58,-162.8
43,13,-97.24,-91.11,133.25,-136.9
44,13,1.22,29.45,29.48,87.6
45,13,-8.20,-156.15,156.37,-93.0
46,13,-1.48,-40.43,40.46,-92.1
47,13,2.94,-47.78,47.87,-86.5
48,13,16.04,-7.85,17.86,-26.1
49,13,52.37,14.45,54.33,15.4
50,13,-50.53,44.36,67.24,138.7
51,13,-53.71,-45.97,70.69,-139.4
52,13,-50.05,20.54,54.10,157.7
53,13,18.69,2.45,18.85,7.5
54,13,66.05,-91.61,112.94,-54.2
55,13,-18.24,90.16,91.98,101.4
56,13,-122.23,-75.81,143.83,-148.2
57,13,-82.81,17.94,84.73,167.8
58,13,-39.69,17.17,43.24,156.6
59,13,-26.31,12.01,28.92,155.5
60,13,-19.17,-26.05,32.34,-126.4
61,13,2.90,40.40,40.50,85.9
62,13,-14.85,-78.72,80.11,-100.7
63,13,53.02,-3.79,53.15,-4.1
0,14,-33.05,-27.55,43.03,-140.2
1,14,-42.11,-32.96,53.48,-141.9
2,14,25.26,22.69,33.95,41.9
3,14,-75.08,55.58,93.41,143.5
4,14,21.64,-14.88,26.26,-34.5
5,14,7.81,42.05,42.77,79.5
6,14,-4.10,6.41,7.61,122.6
7,14,83.32,-39.61,92.26,-25.4
8,14,-26.54,-6.57,27.34,-166.1
9,14,108.24,-7.13,108.47,-3.8
10,14,-5.44,-25.28,25.85,-102.1
11,14,-57.50,32.88,66.23,150.2
12,14,10.23,25.24,27.23,67.9
13,14,-46.88,-63.88,79.23,-126.3
14,14,-30.69,-64.74,71.64,-115.4
15,14,26.44,41.21,48.97,57.3
16,14,33.78,-18.78,38.65,-29.1
17,14,-25.99,38.86,46.75,123.8
18,14,53.33,64.26,83.51,50.3
19,14,60.43,-37.28,71.01,-31.7
20,14,72.78,-43.73,84.91,-31.0
21,14,25.72,110.62,113.57,76.9
22,14,65.65,43.97,79.02,33.8
23,14,-98.31,4.37,98.41,177.5
24,14,-21.84,-22.97,31.69,-133.5
25,14,-50.82,-3.91,50.97,-175.6
26,14,-2.86,-40.47,40.57,-94.0
27,14,-38.53,60.28,71.54,122.6
28,14,-19.17,-25.99,32.29,-126.4
29,14,82.57,64.03,104.48,37.8
30,14,-20.48,-14.35,25.01,-145.0
31,14,8.48,-50.26,50.97,-80.4
32,14,-23.83,-23.22,33.27,-135.7
33,14,-8.20,-136.89,137.13,-93.4
34,14,-11.24,-15.39,19.06,-126.1
35,14,11.55,-21.36,24.28,-61.6
36,14,48.31,25.13,54.46,27.5
37,14,73.55,-113.37,135.14,-57.0
38,14,8.01,36.48,37.35,77.6
39,14,23.54,17.31,29.21,36.3
40,14,-61.81,37.27,72.18,148.9
41,14,-6.91,-29.03,29.84,-103.4
42,14,46.27,23.80,52.03,27.2
43,14,44.27,-100.41,109.74,-66.2
44,14,13.14,9.38,16.14,35.5
45,14,48.28,-63.78,79.99,-52.9
46,14,29.66,-106.33,110.39,-74.4
47,14,66.01,-78.19,102.33,-49.8
48,14,21.06,-19.70,28.84,-43.1
49,14,-10.89,-59.05,60.05,-100.4
50,14,23.72,3.15,23.93,7.6
51,14,-139.79,-103.92,174.19,-143.4
52,14,25.50,-117.81,120.54,-77.8
53,14,-176.59,59.06,186.20,161.5
54,14,-80.95,37.35,89.15,155.2
55,14,27.16,-58.79,64.76,-65.2
56,14,27.78,-5.18,28.26,-10.6
57,14,-54.85,47.05,72.26,139.4
58,14,-32.92,17.94,37.49,151.4
59,14,70.69,5.13,70.87,4.1
60,14,-22.50,53.06,57.63,113.0
61,14,113.46,-37.78,119.59,-18.4
62,14,0.91,0.66,1.12,36.0
63,14,21.15,-1.53,21.20,-4.1
0,15,81.84,-12.83,82.84,-8.9
1,15,7.89,-18.35,19.98,-66.7
2,15,-48.35,5.22,48.63,173.8
3,15,-3.20,3.88,5.03,129.5
4,15,1.12,-49.52,49.53,-88.7
5,15,-64.63,43.93,78.14,145.8
6,15,-8.38,-43.82,44.62,-100.8
7,15,-31.84,-4.51,32.16,-171.9
8,15,52.39,-6.69,52.81,-7.3
9,15,8.79,27.92,29.27,72.5
10,15,-6.24,-93.73,93.94,-93.8
11,15,3.31,59.21,59.31,86.8
12,15,20.30,-16.53,26.18,-39.2
13,15,40.26,81.09,90.54,63.6
14,15,-40.60,-0.98,40.62,-178.6
15,15,-43.10,23.26,48.98,151.6
16,15,63.42,124.00,139.28,62.9
17,15,-13.63,16.76,21.60,129.1
18,15,-65.43,94.48,114.92,124.7
19,15,25.70,35.86,44.12,54.4
20,15,24.51,55.44,60.62,66.2
21,15,-77.54,38.25,86.46,153.7
22,15,8.06,76.49,76.91,84.0
23,15,30.98,-1.56,31.02,-2.9
24,15,10.65,-18.56,21.40,-60.2
25,15,21.45,-4.02,21.82,-10.6
26,15,-82.19,29.58,87.35,160.2
27,15,3.04,9.74,10.21,72.6
28,15,-29.86,52.09,60.04,119.8
29,15,-39.79,77.29,86.93,117.2
30,15,27.28,-41.48,49.64,-56.7
31,15,57.42,-34.24,66.85,-30.8
32,15,73.17,-74.26,104.26,-45.4
33,15,49.49,94.20,106.41,62.3
34,15,-21.13,3.18,21.37,171.4
35,15,2.90,7.42,7.97,68.6
36,15,24.83,-87.79,91.24,-74.2
37,15,-5.91,-24.65,25.35,-103.5
38,15,-3.61,-2.44,4.36,-145.9
39,15,33.11,-43.28,54.49,-52.6
40,15,-8.77,21.06,22.82,112.6
41,15,-39.88,81.49,90.73,116.1
42,15,-21.72,-82.10,84.93,-104.8
43,15,33.04,-85.78,91.92,-68.9
44,15,3.66,-77.80,77.89,-87.3
45,15,22.43,47.78,52.78,64.9
46,15,40.49,21.49,45.84,28.0
47,15,-10.56,-35.09,36.64,-106.7
48,15,46.79,-23.88,52.53,-27.0
49,15,28.32,-63.75,69.76,-66.0
50,15,-52.32,24.40,57.73,155.0
51,15,81.26,-36.31,89.00,-24.1
52,15,-16.42,-27.67,32.18,-120.7
53,15,-74.86,18.22,77.04,166.3
54,15,-45.19,-19.41,49.18,-156.8
55,15,-44.88,-19.82,49.06,-156.2
56,15,7.88,-5.87,9.83,-36.7
57,15,-9.28,34.77,35.99,105.0
58,15,-13.23,78.49,79.59,99.6
59,15,33.89,26.37,42.94,37.9
60,15,19.28,38.01,42.62,63.1
61,15,17.57,-11.57,21.04,-33.4
62,15,21.83,-36.53,42.56,-59.1
63,15,31.81,31.89,45.04,45.1
0,16,-104.08,9.57,104.52,174.7
1,16,-16.45,-69.72,71.63,-103.3
2,16,-106.68,-14.44,107.65,-172.3
3,16,4.82,-1.46,5.04,-16.8
4,16,3.61,-21.91,22.21,-80.7
5,16,57.06,78.87,97.35,54.1
6,16,65.23,30.23,71.89,24.9
7,16,17.14,76.66,78.55,77.4
8,16,-16.81,23.27,28.71,125.8
9,16,33.66,16.62,37.54,26.3
10,16,-15.86,-31.49,35.26,-116.7
11,16,11.43,19.03,22.20,59.0
12,16,61.54,22.45,65.50,20.0
13,16,-15.27,-43.03,45.66,-109.5
14,16,52.87,1.96,52.90,2.1
15,16,45.93,16.32,48.74,19.6
16,16,-36.73,56.50,67.39,123.0
17,16,58.11,61.86,84.87,46.8
18,16,42.23,12.17,43.95,16.1
19,16,9.84,66.46,67.18,81.6
20,16,-36.29,34.90,50.34,136.1
21,16,-44.28,-99.37,108.79,-114.0
22,16,-31.45,19.05,36.77,148.8
23,16,19.36,95.48,97.43,78.5
24,16,-58.60,-45.21,74.01,-142.3
25,16,8.28,41.03,41.86,78.6
26,16,-78.11,110.44,135.27,125.3
27,16,-28.27,-11.69,30.59,-157.5
28,16,-14.20,21.10,25.44,123.9
29,16,101.36,-49.94,113.00,-26.2
30,16,-90.55,90.62,128.11,135.0
31,16,51.52,-1.06,51.53,-1.2
32,16,-14.59,-0.77,14.61,-177.0
33,16,-1.13,58.45,58.46,91.1
34,16,-14.97,17.81,23.27,130.1
35,16,2.55,-64.77,64.82,-87.7
36,16,-25.75,-58.70,64.10,-113.7
37,16,56.68,-6.43,57.04,-6.5
38,16,-36.41,-66.60,75.91,-118.7
39,16,45.80,-144.74,151.82,-72.4
40,16,-39.99,-44.20,59.60,-132.1
41,16,-7.58,-117.30,117.54,-93.7
42,16,-54.92,36.71,66.05,146.2
43,16,24.58,-35.16,42.90,-55.0
44,16,77.00,-88.27,117.14,-48.9
45,16,3.44,-76.17,76.25,-87.4
46,16,-0.43,-133.26,133.26,-90.2
47,16,-44.72,-90.79,101.21,-116.2
48,16,0.60,18.33,18.34,88.1
49,16,-67.06,82.65,106.43,129.1
50,16,-33.03,10.99,34.81,161.6
51,16,23.57,-26.40,35.39,-48.2
52,16,77.45,-40.03,87.19,-27.3
53,16,150.99,-63.16,163.67,-22.7
54,16,-19.92,90.44,92.61,102.4
55,16,79.97,-19.54,82.32,-13.7
56,16,19.19,97.78,99.65,78.9
57,16,-1.72,63.44,63.46,91.6
58,16,26.41,-91.82,95.55,-74.0
59,16,6.93,-36.91,37.56,-79.4
60,16,8.54,-36.14,37.13,-76.7
61,16,-18.08,-5.96,19.04,-161.8
62,16,-68.14,-4.43,68.28,-176.3
63,16,-75.86,148.81,167.03,117.0
0,17,34.37,-52.64,62.87,-56.9
1,17,-11.54,13.17,17.51,131.2
2,17,-26.77,33.22,42.66,128.9
3,17,4.35,3.19,5.40,36.3
4,17,44.74,9.92,45.83,12.5
5,17,15.25,-46.39,48.84,-71.8
6,17,-25.17,12.96,28.31,152.8
7,17,70.46,35.37,78.84,26.7
8,17,89.70,28.78,94.20,17.8
9,17,37.06,43.93,57.48,49.9
10,17,62.51,89.51,109.18,55.1
11,17,77.23,69.58,103.95,42.0
12,17,72.61,30.48,78.75,22.8
13,17,47.35,-27.26,54.64,-29.9
14,17,46.55,5.85,46.91,7.2
15,17,41.95,29.32,51.18,35.0
16,17,-40.28,57.12,69.89,125.2
17,17,47.53,24.33,53.40,27.1
18,17,-58.08,4.56,58.25,175.5
19,17,-33.40,-5.81,33.90,-170.1
20,17,67.64,-27.70,73.10,-22.3
21,17,40.30,43.26,59.12,47.0
22,17,68.36,-19.50,71.09,-15.9
23,17,-23.84,1.76,23.90,175.8
24,17,-71.89,28.77,77.43,158.2
25,17,-29.96,-22.69,37.58,-142.9
26,17,-16.03,57.81,59.99,105.5
27,17,-19.85,69.79,72.56,105.9
28,17,30.77,-1.36,30.80,-2.5
29,17,-45.54,-2.88,45.63,-176.4
30,17,-10.91,38.38,39.90,105.9
31,17,-78.45,-31.84,84.66,-157.9
32,17,-6.50,-42.99,43.48,-98.6
33,17,-28.35,48.31,56.02,120.4
34,17,-64.97,25.24,69.70,158.8
35,17,-37.71,3.97,37.91,174.0
36,17,-33.01,13.50,35.66,157.7
37,17,-34.64,-137.69,141.98,-104.1
38,17,70.63,23.59,74.47,18.5
39,17,-19.20,-28.86,34.66,-123.6
40,17,-22.45,-1.25,22.48,-176.8
41,17,-110.88,-34.63,116.16,-162.7
42,17,-46.42,-52.56,70.12,-131.5
43,17,-10.69,-68.62,69.45,-98.9
44,17,-27.97,-35.24,44.99,-128.4
45,17,78.80,-66.93,103.39,-40.3
46,17,4.25,-4.85,6.45,-48.8
47,17,79.01,-123.82,146.88,-57.5
48,17,19.05,-67.38,70.02,-74.2
49,17,18.49,66.40,68.92,74.4
50,17,12.21,-62.63,63.81,-79.0
51,17,16.30,-38.85,42.13,-67.2
52,17,101.07,-66.86,121.18,-33.5
53,17,-102.15,-2.09,102.17,-178.8
54,17,-87.75,-52.24,102.12,-149.2
55,17,-16.42,-21.68,27.19,-127.1
56,17,9.87,32.64,34.10,73.2
57,17,42.14,-42.57,59.90,-45.3
58,17,29.89,33.58,44.96,48.3
59,17,-14.22,36.70,39.36,111.2
60,17,54.88,49.47,73.89,42.0
61,17,54.54,4.63,54.74,4.9
62,17,11.50,160.34,160.75,85.9
63,17,49.84,51.51,71.67,45.9
0,18,15.81,17.70,23.73,48.2
1,18,-25.14,-41.74,48.73,-121.1
2,18,38.76,-2.00,38.82,-3.0
3,18,10.56,75.23,75.96,82.0
4,18,6.47,90.75,90.98,85.9
5,18,81.65,80.92,114.95,44.7
6,18,-112.74,48.41,122.69,156.8
7,18,-59.11,-51.01,78.08,-139.2
8,18,-45.51,39.27,60.11,139.2
9,18,-2.25,-43.49,43.55,-93.0
10,18,5.15,-51.59,51.85,-84.3
11,18,-55.77,39.44,68.30,144.7
12,18,-28.35,58.75,65.24,115.8
13,18,-21.40,83.18,85.89,104.4
14,18,144.53,68.42,159.90,25.3
15,18,110.91,75.64,134.25,34.3
16,18,-1.52,5.02,5.25,106.8
17,18,-1.82,53.66,53.69,91.9
18,18,-44.72,-12.60,46.46,-164.3
19,18,-87.08,-34.60,93.70,-158.3
20,18,-2.57,104.19,104.22,91.4
21,18,-52.07,29.70,59.95,150.3
22,18,-12.04,109.74,110.40,96.3
23,18,-93.35,118.83,151.11,128.2
24,18,-56.67,28.35,63.37,153.4
25,18,-15.89,83.46,84.96,100.8
26,18,-9.14,14.40,17.06,122.4
27,18,-10.01,-52.26,53.21,-100.8
28,18,-99.63,38.04,106.64,159.1
29,18,7.14,-0.40,7.15,-3.2
30,18,-76.92,-7.97,77.33,-174.1
31,18,-5.91,103.47,103.64,93.3
32,18,-38.08,-81.00,89.50,-115.2
33,18,-105.73,5.11,105.85,177.2
34,18,-51.41,-72.89,89.19,-125.2
35,18,-15.33,13.54,20.46,138.5
36,18,-0.24,-25.11,25.12,-90.5
37,18,-34.50,-28.49,44.74,-140.5
38,18,53.27,-101.19,114.35,-62.2
39,18,31.80,-97.60,102.65,-72.0
40,18,-26.17,-17.05,31.24,-146.9
41,18,29.71,22.43,37.22,37.1
42,18,94.51,-43.34,103.98,-24.6
43,18,101.30,-112.02,151.03,-47.9
44,18,-53.08,-48.62,71.98,-137.5
45,18,-33.58,58.62,67.56,119.8
46,18,90.61,-53.78,105.37,-30.7
47,18,-33.85,18.84,38.73,150.9
48,18,-45.30,-86.07,97.27,-117.8
49,18,-2.65,-45.67,45.74,-93.3
50,18,42.65,-7.03,43.23,-9.4
51,18,15.78,-12.73,20.28,-38.9
52,18,-12.93,-65.80,67.06,-101.1
53,18,-15.83,-63.26,65.21,-104.0
54,18,-19.70,30.83,36.59,122.6
55,18,-30.14,44.67,53.88,124.0
56,18,125.85,63.83,141.12,26.9
57,18,24.68,81.05,84.72,73.1
58,18,52.34,-0.27,52.34,-0.3
59,18,-18.05,-20.83,27.57,-130.9
60,18,-4.27,63.64,63.78,93.8
61,18,-31.80,32.80,45.69,134.1
62,18,-129.65,-51.17,139.39,-158.5
63,18,-66.72,-53.13,85.29,-141.5
0,19,-87.80,26.29,91.65,163.3
1,19,-108.81,-6.47,109.00,-176.6
2,19,-54.90,2.01,54.93,177.9
3,19,72.58,58.20,93.03,38.7
4,19,5.85,44.13,44.51,82.4
5,19,74.63,74.70,105.59,45.0
6,19,32.95,-85.83,91.94,-69.0
7,19,54.04,26.52,60.19,26.1
8,19,-27.49,52.30,59.08,117.7
9,19,46.42,-54.40,71.52,-49.5
10,19,59.20,-5.81,59.49,-5.6
11,19,-3.83,-9.48,10.22,-112.0
12,19,54.69,39.76,67.62,36.0
13,19,56.02,126.59,138.43,66.1
14,19,0.31,153.03,153.03,89.9
15,19,-29.36,17.84,34.36,148.7
16,19,-34.64,91.20,97.56,110.8
17,19,25.45,98.49,101.73,75.5
18,19,32.84,94.65,100.18,70.9
19,19,-28.82,98.68,102.80,106.3
20,19,5.63,95.87,96.04,86.6
21,19,25.79,165.34,167.34,81.1
22,19,20.93,134.59,136.21,81.2
23,19,60.48,23.19,64.78,21.0
24,19,40.02,111.03,118.02,70.2
25,19,-79.96,109.36,135.47,126.2
26,19,49.03,72.65,87.65,56.0
27,19,-66.05,104.53,123.65,122.3
28,19,9.33,47.55,48.46,78.9
29,19,-42.02,37.71,56.46,138.1
30,19,-67.66,22.84,71.41,161.3
31,19,-138.24,-95.29,167.90,-145.4
32,19,-56.43,-9.64,57.25,-170.3
33,19,-125.02,-50.19,134.72,-158.1
34,19,2.95,-87.01,87.06,-88.1
35,19,32.93,33.55,47.01,45.5
36,19,-79.34,-22.75,82.54,-164.0
37,19,-20.05,-58.40,61.74,-108.9
38,19,-66.16,-92.98,114.12,-125.4
39,19,-55.25,-56.43,78.98,-134.4
40,19,21.62,-26.63,34.30,-50.9
41,19,-11.91,-120.82,121.41,-95.6
42,19,84.25,-81.21,117.01,-43.9
43,19,-19.81,-37.28,42.22,-118.0
44,19,60.77,-175.53,185.75,-70.9
45,19,21.36,-78.15,81.01,-74.7
46,19,60.91,-92.02,110.35,-56.5
47,19,2.21,-71.57,71.60,-88.2
48,19,24.30,-83.64,87.10,-73.8
49,19,22.01,-45.02,50.11,-63.9
50,19,-14.09,50.99,52.90,105.4
51,19,59.82,-54.88,81.18,-42.5
52,19,57.51,-17.96,60.25,-17.3
53,19,52.45,72.80,89.73,54.2
54,19,97.08,-49.43,108.93,-27.0
55,19,90.02,73.17,116.01,39.1
56,19,-3.84,-13.58,14.11,-105.8
57,19,31.05,78.35,84.28,68.4
58,19,-21.08,29.30,36.10,125.7
59,19,9.24,9.18,13.03,44.8
60,19,-23.66,-7.85,24.93,-161.6
61,19,85.88,-34.54,92.56,-21.9
62,19,21.87,1.40,21.91,3.7
63,19,-8.17,43.17,43.94,100.7
0,20,63.06,1.27,63.07,1.2
1,20,-103.98,-13.10,104.80,-172.8
2,20,-94.67,-8.73,95.08,-174.7
3,20,47.64,54.85,72.65,49.0
4,20,13.04,68.33,69.56,79.2
5,20,25.07,-23.94,34.67,-43.7
6,20,-50.90,-21.09,55.09,-157.5
7,20,17.42,34.90,39.00,63.5
8,20,122.10,96.62,155.70,38.4
9,20,66.51,82.62,106.06,51.2
10,20,37.02,-31.43,48.57,-40.3
11,20,9.44,24.53,26.28,68.9
12,20,13.90,-1.59,13.99,-6.5
13,20,-71.50,39.25,81.56,151.2
14,20,48.02,140.79,148.75,71.2
15,20,76.21,-2.65,76.26,-2.0
16,20,-47.58,-4.91,47.83,-174.1
17,20,-6.18,41.41,41.87,98.5
18,20,-36.83,102.88,109.28,109.7
